Longitude,Latitude,Field,Dataset,Product,Feature ID,Date / Time,Duration(s),Area Count,Elevation(ft),Swath Width(ft),Y Offset(ft),Speed(mph),Distance(ft),Fuel Consumption Rate (Time)(gal(US)/h),Track(deg),Target Rate (Liquid)(gal(US)/ac),Rate (Volume)(gal(US)/ac),Segment ID,Pass Number,Productivity(ac/h),Date,Rate Quality,Rate (Volume) (Tough 5EC)(floz(US)/ac),Product Amount Used/Needed (Tough 5EC),Rate (Volume) (Laudis Herbicide)(floz(US)/ac),Product Amount Used/Needed (Laudis Herbicide),Rate (Mass) (Ag saver)(oz/ac),Rate (Volume) (Warrant Herbicide)(qt(US)/ac),Product Amount Used/Needed (Warrant Herbicide),Rate (Volume) (Fulltec Oil)(floz(US)/ac),Product Amount Used/Needed (Fulltec Oil),Rate (Volume) (Fulltec Adjuvant)(floz(US)/ac),Product Amount Used/Needed (Fulltec Adjuvant),Rate (Volume) (Water)(gal(US)/ac),Product Amount Used/Needed (Water),Rate (Volume) (Callisto)(floz(US)/ac),Product Amount Used/Needed (Callisto),Rate (Volume) (Ag saver)(floz(US)/ac),Product Amount Used/Needed (Ag saver),Rate (Mass) (AAtrex 4L Herbicide)(lb/ac),Rate (Volume) (Smackdown)(pt(US)/ac),Product Amount Used/Needed (Smackdown),Rate (Volume) (Surpass NXT)(pt(US)/ac),Rate (Mass) (Atrazine 4L)(lb/ac),Rate (Volume) (Gro Centric)(floz(US)/ac),Rate (Volume) (Water (1)~9)(gal(US)/ac),Product Amount Used/Needed,Area (ac)
-93.77538651,42.02174625,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,53,5/7/2025,0.201,On,1130.0,110.00,-1.875,2.912,0.856,3.104,359.69,56.49,64.05,0,1,38.73,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.834,0.00077,0.00,0.00,0.00,0.00,0.00,0.0022
-93.77538655,42.02174841,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,54,5/7/2025,0.199,On,1130.0,78.75,13.75,2.579,0.751,3.097,359.68,56.49,65.90,0,1,24.57,5/7/2025,Over Target,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.916,0.00050,0.00,0.00,0.00,0.00,0.00,0.0014
-93.77538648,42.02175027,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,55,5/7/2025,0.201,On,1130.0,51.25,27.50,2.382,0.702,2.827,359.65,56.49,68.62,0,1,14.79,5/7/2025,Over Target,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.036,0.00031,0.00,0.00,0.00,0.00,0.00,0.00083
-93.77538659,42.02175180,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,56,5/7/2025,0.200,On,1130.0,26.25,40.00,1.984,0.581,2.470,359.69,56.49,68.77,0,1,6.299,5/7/2025,Over Target,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.043,0.00013,0.00,0.00,0.00,0.00,0.00,0.00035
-93.77538662,42.02175296,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,57,5/7/2025,0.200,On,1130.0,16.25,45.00,1.615,0.469,2.305,359.62,56.49,69.64,0,1,3.150,5/7/2025,Over Target,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.081,6.741e-05,0.00,0.00,0.00,0.00,0.00,0.00018
-93.77538646,42.02175382,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,58,5/7/2025,0.199,On,1129.9,8.750,48.75,1.237,0.361,2.391,359.45,56.49,69.38,0,1,1.311,5/7/2025,Over Target,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.070,2.782e-05,0.00,0.00,0.00,0.00,0.00,7.249e-05
-93.77558339,42.02158323,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,59,5/7/2025,0.191,On,1129.2,5.000,56.87,5.514,1.545,4.815,263.94,56.49,39.53,0,2,3.342,5/7/2025,Under Target,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.749,3.877e-05,0.00,0.00,0.00,0.00,0.00,0.00018
-93.77558937,42.02158284,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,60,5/7/2025,0.204,On,1129.2,26.25,46.25,5.541,1.659,5.052,263.94,56.49,43.32,0,2,17.65,5/7/2025,Under Target,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.917,0.00024,0.00,0.00,0.00,0.00,0.00,0.0010
-93.77559526,42.02158243,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,61,5/7/2025,0.200,On,1129.2,55.00,33.12,5.554,1.630,4.834,263.91,56.49,42.88,0,2,37.04,5/7/2025,Under Target,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.897,0.00049,0.00,0.00,0.00,0.00,0.00,0.0021
-93.77560117,42.02158199,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,62,5/7/2025,0.206,On,1129.2,107.50,6.875,5.545,1.669,4.610,263.98,56.49,38.70,0,2,71.99,5/7/2025,Under Target,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.712,0.00088,0.00,0.00,0.00,0.00,0.00,0.0041
-93.77563109,42.02157864,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,63,5/7/2025,0.995,On,1129.1,121.25,0.00,5.568,8.136,4.349,266.30,56.49,39.52,0,2,81.94,5/7/2025,Under Target,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.749,0.0050,0.00,0.00,0.00,0.00,0.00,0.023
-93.77566139,42.02157703,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,64,5/7/2025,1.000,On,1129.0,121.25,0.00,5.583,8.189,5.411,266.84,56.49,50.55,0,2,82.06,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.237,0.0064,0.00,0.00,0.00,0.00,0.00,0.023
-93.77569182,42.02157593,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,65,5/7/2025,0.999,On,1128.9,121.25,0.00,5.634,8.264,5.066,265.99,56.49,53.65,0,2,82.90,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.374,0.0068,0.00,0.00,0.00,0.00,0.00,0.023
-93.77572143,42.02157433,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,66,5/7/2025,1.006,On,1128.8,121.25,0.00,5.600,8.261,4.597,266.37,56.49,55.12,0,2,82.29,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.439,0.0070,0.00,0.00,0.00,0.00,0.00,0.023
-93.77574960,42.02157255,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,67,5/7/2025,0.994,On,1128.7,121.25,0.00,5.416,7.910,4.145,266.79,56.49,56.65,0,2,79.74,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.507,0.0069,0.00,0.00,0.00,0.00,0.00,0.022
-93.77577680,42.02157171,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,68,5/7/2025,1.001,On,1128.5,121.25,0.00,5.122,7.513,4.562,265.83,56.49,58.88,0,2,75.21,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.605,0.0068,0.00,0.00,0.00,0.00,0.00,0.021
-93.77580300,42.02157045,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,69,5/7/2025,1.000,On,1128.4,121.25,0.00,4.995,7.333,4.117,264.68,56.49,58.49,0,2,73.48,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.588,0.0066,0.00,0.00,0.00,0.00,0.00,0.020
-93.77582737,42.02156896,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,70,5/7/2025,1.000,On,1128.2,121.25,0.00,4.779,7.018,3.445,263.84,56.49,59.55,0,2,70.32,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.635,0.0064,0.00,0.00,0.00,0.00,0.00,0.020
-93.77585207,42.02156670,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,71,5/7/2025,0.999,On,1128.0,121.25,0.00,4.538,6.657,4.850,264.37,56.49,61.09,0,2,66.77,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.703,0.0063,0.00,0.00,0.00,0.00,0.00,0.019
-93.77587759,42.02156423,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,72,5/7/2025,1.001,On,1128.0,121.25,0.00,4.671,6.854,4.418,265.59,56.49,54.73,0,2,68.61,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.422,0.0058,0.00,0.00,0.00,0.00,0.00,0.019
-93.77590214,42.02156262,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,73,5/7/2025,0.999,On,1127.8,121.25,0.00,4.722,6.932,3.996,266.29,56.49,55.90,0,2,69.54,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.473,0.0060,0.00,0.00,0.00,0.00,0.00,0.019
-93.77592705,42.02156150,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,74,5/7/2025,1.000,On,1127.8,121.25,0.00,4.560,6.696,5.177,266.42,56.49,58.40,0,2,67.10,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.584,0.0060,0.00,0.00,0.00,0.00,0.00,0.019
-93.77595285,42.02155993,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,75,5/7/2025,1.000,On,1127.7,121.25,0.00,4.715,6.916,3.624,267.22,56.49,54.36,0,2,69.30,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.405,0.0058,0.00,0.00,0.00,0.00,0.00,0.019
-93.77597704,42.02155889,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,76,5/7/2025,1.000,On,1127.6,121.25,0.00,4.706,6.906,3.706,267.55,56.49,55.68,0,2,69.20,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.464,0.0059,0.00,0.00,0.00,0.00,0.00,0.019
-93.77600112,42.02155801,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,77,5/7/2025,1.000,On,1127.3,121.25,0.00,4.447,6.526,4.593,268.12,56.49,58.97,0,2,65.39,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.609,0.0059,0.00,0.00,0.00,0.00,0.00,0.018
-93.77601965,42.02155726,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,78,5/7/2025,0.800,On,1127.2,121.25,0.00,4.450,5.227,3.583,268.71,56.49,56.29,0,2,65.47,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.491,0.0045,0.00,0.00,0.00,0.00,0.00,0.015
-93.77602387,42.02155728,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,79,5/7/2025,0.200,On,1127.2,116.25,-2.500,4.366,1.282,2.794,268.65,56.49,56.12,0,2,61.59,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.483,0.0011,0.00,0.00,0.00,0.00,0.00,0.0034
-93.77602801,42.02155723,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,80,5/7/2025,0.195,On,1127.2,56.25,-32.50,4.270,1.223,2.853,268.64,56.49,57.85,0,2,29.16,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.560,0.00051,0.00,0.00,0.00,0.00,0.00,0.0016
-93.77592882,42.02156496,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,81,5/7/2025,0.999,On,1127.7,1.250,60.00,3.632,5.325,4.391,259.08,56.49,140.44,0,3,0.551,5/7/2025,Over Target,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.214,0.00012,0.00,0.00,0.00,0.00,0.00,0.00015
-93.77591356,42.02157049,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,82,5/7/2025,1.000,On,1127.8,1.250,60.00,3.417,5.013,5.099,251.57,56.49,58.27,0,3,0.518,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.578,4.637e-05,0.00,0.00,0.00,0.00,0.00,0.00014
-93.77590017,42.02157836,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,83,5/7/2025,1.006,On,1127.9,1.250,60.00,3.435,5.069,4.978,242.39,56.49,54.17,0,3,0.521,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.397,4.358e-05,0.00,0.00,0.00,0.00,0.00,0.00015
-93.77601662,42.02140645,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,84,5/7/2025,0.194,On,1128.2,8.750,-56.25,3.749,1.068,5.085,180.06,56.49,54.91,0,4,3.982,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.430,6.517e-05,0.00,0.00,0.00,0.00,0.00,0.00021
-93.77601665,42.02140254,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,85,5/7/2025,0.205,On,1128.2,30.00,-45.62,4.040,1.216,4.729,180.05,56.49,59.95,0,4,14.71,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.653,0.00028,0.00,0.00,0.00,0.00,0.00,0.00084
-93.77601672,42.02139855,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,86,5/7/2025,0.196,On,1128.2,60.00,-30.62,4.302,1.236,4.689,179.95,56.49,60.61,0,4,31.26,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.682,0.00057,0.00,0.00,0.00,0.00,0.00,0.0017
-93.77601677,42.02137799,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,87,5/7/2025,1.005,On,1128.3,63.75,-28.75,4.810,7.083,4.412,180.13,56.49,55.89,0,4,37.13,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.473,0.0032,0.00,0.00,0.00,0.00,0.00,0.010
-93.77601708,42.02135689,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,88,5/7/2025,0.994,On,1128.4,63.75,-28.75,5.122,7.464,6.058,180.20,56.49,52.40,0,4,39.56,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.319,0.0032,0.00,0.00,0.00,0.00,0.00,0.011
-93.77601728,42.02133513,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,89,5/7/2025,1.006,On,1128.5,63.75,-28.75,5.310,7.831,5.679,181.29,56.49,50.75,0,4,41.01,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.245,0.0032,0.00,0.00,0.00,0.00,0.00,0.011
-93.77601724,42.02131308,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,90,5/7/2025,0.994,On,1128.5,63.75,-28.75,5.437,7.933,5.672,183.26,56.49,49.32,0,4,42.05,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.182,0.0032,0.00,0.00,0.00,0.00,0.00,0.012
-93.77601759,42.02130419,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,91,5/7/2025,0.401,On,1128.6,65.00,-28.12,5.482,3.226,5.979,184.04,56.49,52.82,0,4,43.21,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.337,0.0014,0.00,0.00,0.00,0.00,0.00,0.0048
-93.77601781,42.02129981,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,92,5/7/2025,0.204,On,1128.6,66.25,-27.50,5.501,1.646,5.944,184.33,56.49,53.68,0,4,44.17,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.375,0.00074,0.00,0.00,0.00,0.00,0.00,0.0025
-93.77601820,42.02129525,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,93,5/7/2025,0.196,On,1128.6,67.50,-26.87,5.505,1.573,5.957,184.57,56.49,54.70,0,4,44.78,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.421,0.00074,0.00,0.00,0.00,0.00,0.00,0.0024
-93.77601858,42.02129063,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,94,5/7/2025,0.199,On,1128.6,68.75,-26.25,5.525,1.623,5.871,184.81,56.49,55.77,0,4,46.33,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.468,0.00079,0.00,0.00,0.00,0.00,0.00,0.0026
-93.77601897,42.02128610,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,95,5/7/2025,0.200,On,1128.6,71.25,-25.00,5.583,1.639,5.640,184.97,56.49,55.79,0,4,48.26,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.469,0.00083,0.00,0.00,0.00,0.00,0.00,0.0027
-93.77601954,42.02128154,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,96,5/7/2025,0.205,On,1128.6,73.75,-23.75,5.630,1.692,5.138,185.05,56.49,56.84,0,4,50.29,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.515,0.00090,0.00,0.00,0.00,0.00,0.00,0.0029
-93.77602005,42.02127698,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,97,5/7/2025,0.196,On,1128.6,78.75,-21.25,5.648,1.616,5.330,185.09,56.49,55.79,0,4,53.66,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.469,0.00090,0.00,0.00,0.00,0.00,0.00,0.0029
-93.77602046,42.02127232,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,98,5/7/2025,0.204,On,1128.6,100.00,-10.62,5.666,1.705,5.422,185.17,56.49,53.52,0,4,69.06,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.368,0.0012,0.00,0.00,0.00,0.00,0.00,0.0039
-93.77602113,42.02126781,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,99,5/7/2025,0.195,On,1128.6,117.50,-1.875,5.695,1.629,5.719,185.18,56.49,52.20,0,4,81.13,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.310,0.0013,0.00,0.00,0.00,0.00,0.00,0.0044
-93.77602380,42.02124453,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,100,5/7/2025,1.005,On,1128.7,121.25,0.00,5.736,8.461,5.929,185.06,56.49,54.38,0,4,84.37,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.406,0.0071,0.00,0.00,0.00,0.00,0.00,0.024
-93.77602739,42.02122105,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,101,5/7/2025,0.995,On,1128.7,121.25,0.00,5.819,8.494,5.674,182.81,56.49,53.59,0,4,85.54,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.371,0.0070,0.00,0.00,0.00,0.00,0.00,0.024
-93.77602950,42.02119737,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,102,5/7/2025,1.001,On,1128.8,121.25,0.00,5.898,8.661,5.912,181.57,56.49,56.59,0,4,86.71,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.504,0.0075,0.00,0.00,0.00,0.00,0.00,0.024
-93.77602989,42.02118780,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,103,5/7/2025,0.400,On,1128.8,121.25,0.00,5.900,3.452,6.164,181.63,56.49,59.16,0,4,86.48,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.618,0.0031,0.00,0.00,0.00,0.00,0.00,0.0096
-93.77603035,42.02116404,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,104,5/7/2025,1.000,On,1128.9,120.00,-0.625,5.903,8.658,6.276,182.73,56.49,57.61,0,4,85.87,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.549,0.0076,0.00,0.00,0.00,0.00,0.00,0.024
-93.77603153,42.02114013,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,105,5/7/2025,0.999,On,1129.1,120.00,-0.625,5.887,8.638,6.175,183.56,56.49,56.96,0,4,85.76,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.520,0.0075,0.00,0.00,0.00,0.00,0.00,0.024
-93.77603383,42.02111618,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,106,5/7/2025,1.000,On,1129.2,120.00,-0.625,5.956,8.737,5.735,182.67,56.49,56.51,0,4,86.65,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.501,0.0075,0.00,0.00,0.00,0.00,0.00,0.024
-93.77603554,42.02109238,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,107,5/7/2025,1.006,On,1129.3,118.75,-1.250,5.977,8.812,5.908,182.48,56.49,56.95,0,4,85.97,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.520,0.0076,0.00,0.00,0.00,0.00,0.00,0.024
